date,inflation,rice_price,chili_price,meat_price,egg_price,restaurant_inflation,rainfall,lag_inflation,lag_1,lag_2,rolling_3,inflation_momentum,rice_price_pct_change,chili_price_pct_change,meat_price_pct_change,egg_price_pct_change,rainfall_anomaly,inflation_rolling_3,inflation_rolling_6
2020-02-01,0.7846031933298026,24750.0,32400.0,58150.0,11850.0,0.33437086092715235,226.58674358248504,0.7846031933298026,0.7846031933298026,0.7846031933298026,0.10607452789815157,-1.1281148018674747,3.232323232323231,2.1604938271605034,-34.135855546001714,0.0,1.2792500417455879,0.10607452789815157,0.0452422532941125
2020-03-01,-0.34351160853767215,25550.0,33100.0,38300.0,11850.0,0.33437086092715235,188.05716427092932,0.7846031933298026,0.7846031933298026,0.7846031933298026,0.10607452789815157,-1.1281148018674747,3.232323232323231,2.1604938271605034,-34.135855546001714,0.0,0.7753746524336483,0.10607452789815157,0.0452422532941125
2020-04-01,-0.1228680010976757,26100.0,31050.0,43100.0,11900.0,0.33437086092715235,124.36599066581277,-0.34351160853767215,-0.34351160853767215,0.7846031933298026,0.10607452789815157,0.22064360743999645,2.1526418786692814,-6.19335347432024,12.53263707571801,0.42194092827003704,-0.05755463123458344,0.10607452789815157,0.0452422532941125
2020-05-01,0.049436630565802275,27750.0,32950.0,45300.0,12350.0,0.33437086092715235,80.54838829519007,-0.1228680010976757,-0.1228680010976757,-0.34351160853767215,-0.13898099302318187,0.17230463166347798,6.321839080459779,6.119162640901776,5.1044083526682105,3.7815126050420256,-0.630584803058741,-0.13898099302318187,0.0452422532941125
2020-06-01,0.5586179562904636,32050.0,38450.0,36000.0,11500.0,0.33437086092715235,57.80438404594124,0.049436630565802275,0.049436630565802275,-0.1228680010976757,0.16172886191953006,0.5091813257246613,15.495495495495494,16.691957511380885,-20.529801324503318,-6.882591093117407,-0.9280223614326408,0.16172886191953006,0.0452422532941125
2020-07-01,-0.6548246507860456,26250.0,38950.0,33350.0,11850.0,0.33437086092715235,45.83377966847431,0.5586179562904636,0.5586179562904636,0.049436630565802275,-0.015590021309926557,-1.2134426070765092,-18.096723868954754,1.3003901170351106,-7.361111111111107,3.04347826086957,-1.084569436401257,-0.015590021309926557,0.0452422532941125
2020-08-01,-0.8318920050273904,26200.0,34400.0,37500.0,11850.0,0.33437086092715235,35.124150517829875,-0.6548246507860456,-0.6548246507860456,0.5586179562904636,-0.3093662331743241,-0.1770673542413448,-0.19047619047618536,-11.681643132220799,12.443778110944525,0.0,-1.2246259502300756,-0.3093662331743241,-0.22417361309875297
2020-09-01,-0.2916988676455623,25500.0,29950.0,31900.0,11850.0,0.33437086092715235,51.428078329308946,-0.8318920050273904,-0.8318920050273904,-0.6548246507860456,-0.5928051744863327,0.5401931373818281,-2.6717557251908386,-12.936046511627907,-14.933333333333332,0.0,-1.0114092964251142,-0.5928051744863327,-0.21553815628340134
2020-10-01,0.4435673259798323,24100.0,31450.0,31700.0,11800.0,0.33437086092715235,85.89021939070018,-0.2916988676455623,-0.2916988676455623,-0.8318920050273904,-0.22667451556437346,0.7352661936253946,-5.490196078431375,5.008347245409017,-0.6269592476489061,-0.42194092827003704,-0.5607263392243975,-0.22667451556437346,-0.12113226843715001
2020-11-01,0.9835539628386458,24850.0,34050.0,35650.0,11800.0,0.33437086092715235,158.9352604327463,0.4435673259798323,0.4435673259798323,-0.2916988676455623,0.37847414039097194,0.5399866368588135,3.112033195020736,8.26709062003179,12.460567823343837,0.0,0.39452931500302674,0.37847414039097194,0.03455395360832392
2020-12-01,1.5311986394882515,26350.0,35000.0,41900.0,11800.0,0.33437086092715235,221.6293266410645,0.9835539628386458,0.9835539628386458,0.4435673259798323,0.9861066427689099,0.5476446766496057,6.036217303822933,2.7900146842878115,17.53155680224403,0.0,1.2144188020598041,0.9861066427689099,0.19665073414128856
